content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion,app_name,compound,sentiment,rating_category
no ads,1,0,,2026-09-10 02:13:51,,Instagram,-0.296,Negative,Low
mb kami krdo yar,5,0,,2026-09-10 02:13:47,,Instagram,0.0,Neutral,High
amazing feet in here,5,0,365.0.0.40.94,2026-09-10 02:13:09,365.0.0.40.94,Instagram,0.5859,Positive,High
wow this is very good,5,0,441.0.0.43.81,2026-09-10 02:12:20,441.0.0.43.81,Instagram,0.7902,Positive,High
very nice,5,0,446.0.0.49.77,2026-09-10 02:11:03,446.0.0.49.77,Instagram,0.4754,Positive,High
i am facing technical issues with instagram my account is suspended i don't know what is the reason? i am request to unsuspend my account please it is my humble request to instagram now onward i will follow all the rules believe me please i am requesting to instagram please understand this issue,5,0,434.0.0.44.74,2026-09-10 02:10:43,434.0.0.44.74,Instagram,0.4215,Positive,High
cool,5,0,445.0.0.45.83,2026-09-10 02:10:39,445.0.0.45.83,Instagram,0.3182,Positive,High
good but it always waste my time,1,0,445.0.0.45.83,2026-09-10 02:10:26,445.0.0.45.83,Instagram,-0.4118,Negative,Low
꧁༺𝓑𝓮𝓼𝓽𝓣𝓸𝓹💜💖💜❣️💘👌༻꧂,5,0,445.0.0.45.83,2026-09-10 02:09:35,445.0.0.45.83,Instagram,0.9801,Positive,High
please my insta id received,5,0,445.0.0.45.83,2026-09-10 02:09:26,445.0.0.45.83,Instagram,0.3182,Positive,High
instgram bahut hi bakwas hi gya hai sari id bina kisi reason ke disable ho ja rhi hai apeal ke baad bhi koi id recover nhi ho rhi hai to instgram walo pahile ja ke id recovery sahi karo instgram ki uske baad feedback ki bhek mangna,1,0,283.0.0.20.105,2026-09-10 02:08:38,283.0.0.20.105,Instagram,0.0,Neutral,Low
the new update doesn't allow you to screenshot in full-screen mode,1,1,446.0.0.49.77,2026-09-10 02:07:29,446.0.0.49.77,Instagram,-0.1695,Negative,Low
instagram is the best app,5,0,433.0.0.47.68,2026-09-10 02:06:33,433.0.0.47.68,Instagram,0.6369,Positive,High
superb,5,0,445.0.0.45.83,2026-09-10 02:05:07,445.0.0.45.83,Instagram,0.6249,Positive,High
best soslmidiya ap,5,0,444.0.0.46.85,2026-09-10 02:04:46,444.0.0.46.85,Instagram,0.6369,Positive,High
pragadeesh,5,0,430.0.0.53.80,2026-09-10 02:04:42,430.0.0.53.80,Instagram,0.0,Neutral,High
gooo 💩,1,0,446.0.0.49.77,2026-09-10 02:04:03,446.0.0.49.77,Instagram,0.0,Neutral,Low
"for now, goodbye instagram.",5,0,445.0.0.45.83,2026-09-10 02:02:17,445.0.0.45.83,Instagram,0.0,Neutral,High
मुराद शेख,5,0,,2026-09-10 02:01:57,,Instagram,0.0,Neutral,High
bhut badiya 🥀,5,0,,2026-09-10 02:01:48,,Instagram,0.0,Neutral,High
❤️❤️☺️,4,0,444.0.0.46.85,2026-09-10 01:59:36,444.0.0.46.85,Instagram,0.4588,Positive,High
umesh sahu,5,0,446.0.0.49.77,2026-09-10 01:59:15,446.0.0.49.77,Instagram,0.0,Neutral,High
veri nice,5,0,445.0.0.45.83,2026-09-10 01:59:02,445.0.0.45.83,Instagram,0.4215,Positive,High
awesome experience,5,1,446.0.0.49.77,2026-09-10 01:58:22,446.0.0.49.77,Instagram,0.6249,Positive,High
pari,5,0,430.0.0.53.80,2026-09-10 01:57:44,430.0.0.53.80,Instagram,0.0,Neutral,High
i have just been logged out of my account and when i put my number so they send the code it say they have a technical problem 😭,1,0,,2026-09-10 01:56:13,,Instagram,-0.6705,Negative,Low
id anban kardo,1,0,444.0.0.46.85,2026-09-10 01:55:48,444.0.0.46.85,Instagram,0.0,Neutral,Low
"aside from its obvious evils, poor image quality, designed addictiveness, and entanglement in the romance between authoritarianism and tech, they can't even keep stories silent once you silence them. next time you open the app the sound's back on. that's right, the end of the world is brought to you by incompetents who can't even maintain a satisfactory ui.",1,0,445.0.0.45.83,2026-09-10 01:53:49,445.0.0.45.83,Instagram,-0.1779,Negative,Low
only account suspend not a use again,1,0,445.0.0.45.83,2026-09-10 01:53:14,445.0.0.45.83,Instagram,-0.3182,Negative,Low
good,5,0,446.0.0.49.77,2026-09-10 01:52:44,446.0.0.49.77,Instagram,0.4404,Positive,High
royal _sunny_sutter⚔️ flowers,5,0,445.0.0.45.83,2026-09-10 01:52:43,445.0.0.45.83,Instagram,0.0,Neutral,High
fantastic,5,0,445.0.0.45.83,2026-09-10 01:52:00,445.0.0.45.83,Instagram,0.5574,Positive,High
good,3,0,378.0.0.52.68,2026-09-10 01:50:47,378.0.0.52.68,Instagram,0.4404,Positive,Medium
because i can watch india best dancer season 5,5,1,446.0.0.49.77,2026-09-10 01:47:49,446.0.0.49.77,Instagram,0.6369,Positive,High
ok❤️❤️❤️❤️❤️❤️❤️‍🩹❤️‍🩹❤️‍🩹💔💔💔,5,0,361.0.0.46.88,2026-09-10 01:47:13,361.0.0.46.88,Instagram,0.7579,Positive,High
good,5,0,278.0.0.22.117,2026-09-10 01:44:07,278.0.0.22.117,Instagram,0.4404,Positive,High
☠️🙏 samar☠️🙏☠️,5,0,,2026-09-10 01:43:48,,Instagram,0.0,Neutral,High
laguri sidiu,5,0,444.0.0.46.85,2026-09-10 01:41:33,444.0.0.46.85,Instagram,0.0,Neutral,High
ok,4,0,445.0.0.45.83,2026-09-10 01:41:05,445.0.0.45.83,Instagram,0.296,Positive,High
good,5,0,278.0.0.22.117,2026-09-10 01:40:36,278.0.0.22.117,Instagram,0.4404,Positive,High
this is good aap,5,0,,2026-09-10 01:40:12,,Instagram,0.4404,Positive,High
plz open the live open in pakistan without any monetization,4,0,46.7.3,2026-09-10 12:39:15,46.7.3,TikTok,0.0772,Positive,High
why won't u give me beta version,1,0,46.9.42,2026-09-10 12:32:22,46.9.42,TikTok,0.0,Neutral,Low
it's so good and 😊☺️☺️,5,0,46.7.3,2026-09-10 12:29:47,46.7.3,TikTok,0.9377,Positive,High
first amendment hating cowards,1,1,46.8.3,2026-09-10 12:29:27,46.8.3,TikTok,-0.5106,Negative,Low
😝☠️,5,0,,2026-09-10 12:28:59,,TikTok,0.0,Neutral,High
the more and more you guys update amd change this app the more it sucks and the less time i actually want to spend on it. fix yourself and stop changing things that dont need changed and stop forcefeeding your audience ai content.,1,0,46.7.3,2026-09-10 12:26:05,46.7.3,TikTok,-0.7076,Negative,Low
olafershs,5,0,,2026-09-10 12:24:06,,TikTok,0.0,Neutral,High
optional,5,0,37.2.3,2026-09-10 12:22:38,37.2.3,TikTok,0.0,Neutral,High
77iu,5,0,,2026-09-10 12:21:00,,TikTok,0.0,Neutral,High
tiktok is a biast,5,0,,2026-09-10 12:18:58,,TikTok,0.0,Neutral,High
a very good app,5,0,46.4.3,2026-09-10 12:17:26,46.4.3,TikTok,0.4927,Positive,High
🥰🥰🥰🥰🥰🥰😍😍😍😍💔,5,0,46.2.3,2026-09-10 12:14:59,46.2.3,TikTok,0.9955,Positive,High
👍 great,1,0,43.1.4,2026-09-10 12:13:56,43.1.4,TikTok,0.6249,Positive,Low
abduallh,5,0,,2026-09-10 12:13:12,,TikTok,0.0,Neutral,High
"please tiktok team, send all my videos to four you, please tiktok team.",5,0,46.8.3,2026-09-10 12:12:31,46.8.3,TikTok,0.5574,Positive,High
tiktok,1,1,,2026-09-10 12:11:26,,TikTok,0.0,Neutral,Low
tiktok,5,0,41.8.3,2026-09-10 12:06:37,41.8.3,TikTok,0.0,Neutral,High
very nice,3,0,46.8.3,2026-09-10 12:05:01,46.8.3,TikTok,0.4754,Positive,Medium
it you are saying that's why i'm all concerned about yourself just a little checked by now look like turn person on imdb,5,0,46.8.3,2026-09-10 12:03:33,46.8.3,TikTok,0.3612,Positive,High
okay ☺️,5,0,,2026-09-10 12:02:28,,TikTok,0.5994,Positive,High
it is great to use,5,0,,2026-09-10 12:02:09,,TikTok,0.6249,Positive,High
waw,5,0,46.8.3,2026-09-10 11:57:37,46.8.3,TikTok,0.0,Neutral,High
"congrats on all the ai ads, you've officially been overtaken by youtube shorts 👍 -sep 2026: increased the frequency of ads once more.",1,0,46.9.1,2026-09-10 11:56:46,46.9.1,TikTok,0.6705,Positive,Low
☺️☺️,5,0,46.7.3,2026-09-10 11:53:27,46.7.3,TikTok,0.7184,Positive,High
সিয়াম ভাই,5,0,46.7.3,2026-09-10 11:53:27,46.7.3,TikTok,0.0,Neutral,High
uk ki tiktok,5,0,,2026-09-10 11:52:02,,TikTok,0.0,Neutral,High
biplob,5,0,46.8.3,2026-09-10 11:51:19,46.8.3,TikTok,0.0,Neutral,High
"just ban the word and stickers that include the word ""ratio"", i have this app for like 7 years (different google accounts btw) and this year is the worst year of the app. just ban anyone who uses/includes/look-like the word "" ratio"". i hate it",3,0,46.8.3,2026-09-10 11:48:25,46.8.3,TikTok,-0.926,Negative,Medium
it's all good but i didn't like the new profile ui pls tiktok get old profile ui back,4,0,46.8.3,2026-09-10 11:44:42,46.8.3,TikTok,-0.0683,Negative,High
good,5,0,46.8.2,2026-09-10 11:43:38,46.8.2,TikTok,0.4404,Positive,High
i rate 1 star because tiktok very bad thing kids using and bad vedios coming on tiktok,1,0,,2026-09-10 11:43:02,,TikTok,-0.807,Negative,Low
"there should be some restrictions on tiktok. not every type of thing should be turned into a video and shared publicly. people should have the freedom to create content, but there should also be reasonable limits and guidelines to maintain decency and quality.",1,0,,2026-09-10 11:41:41,,TikTok,0.5927,Positive,Low
"‎tiktok offers an amazingly fun, fast-paced stream of endless entertainment crafted perfectly for quick viewing sessions. its world-class recommendation algorithm quickly learns your humor and interests, bringing hilarious clips and creative trends directly to your feed. the built-in editing tools empower anyone to create captivating videos effortlessly. it is an incredibly lively platform that brings daily joy and boundless creativity.",5,0,46.4.3,2026-09-10 11:41:31,46.4.3,TikTok,0.9834,Positive,High
"i just posted my tiktok video today that got 138 views and 32 likes in 15 minutes, but the count suddenly reset itself to 82 views and 22 likes. is this a common tiktok issue or just me?""",1,0,,2026-09-10 11:40:01,,TikTok,0.6808,Positive,Low
untitled.,4,0,,2026-09-10 11:37:52,,TikTok,0.0,Neutral,High
ok,1,0,45.4.3,2026-09-10 11:36:16,45.4.3,TikTok,0.296,Positive,Low
i love you tiktok my account for you me account and fees,5,0,46.3.3,2026-09-10 11:33:12,46.3.3,TikTok,0.6369,Positive,High
why u my tiktok slow plz u check this,5,0,46.8.3,2026-09-10 11:32:45,46.8.3,TikTok,0.0772,Positive,High
beautiful app,3,0,30.8.4,2026-09-10 11:29:26,30.8.4,TikTok,0.5994,Positive,Medium
good 👍,5,0,,2026-09-10 11:28:35,,TikTok,0.4404,Positive,High
تطبيق ممتع وسريع في اكتشاف الفيديوهات القصيرة. الخوارزمية تساعد على الوصول إلى محتوى يناسب الاهتمامات بشكل جيد.,5,0,46.8.3,2026-09-10 11:26:31,46.8.3,TikTok,0.0,Neutral,High
very good app,5,0,,2026-09-10 11:25:50,,TikTok,0.4927,Positive,High
🍌,5,0,,2026-09-10 11:24:18,,TikTok,0.0,Neutral,High
i always watch this app never stop,4,0,,2026-09-10 11:20:07,,TikTok,0.2235,Positive,High
it was boring,1,1,38.7.3,2026-09-10 11:18:41,38.7.3,TikTok,-0.3182,Negative,Low
really good app tbh,5,0,43.9.3,2026-09-10 11:17:24,43.9.3,TikTok,0.4927,Positive,High
"it wont let me log in on a galaxy tablet. it keeps saying my account was banned, but on my phone it isnt. every time i redownload the app to try and log in, that popup shows up over and over again. i physically cant log in.",1,0,46.9.1,2026-09-10 11:16:56,46.9.1,TikTok,-0.25,Negative,Low
"still has a bug or glitch when i try to watch videos, says network is unstable at random times. even with full service. already restarted the app, and also reinstalled it twice.",1,8,46.8.3,2026-09-10 11:16:51,46.8.3,TikTok,-0.3612,Negative,Low
🤌😘,5,0,46.1.3,2026-09-10 11:11:09,46.1.3,TikTok,0.4215,Positive,High
tiktok the best apss,3,0,46.8.3,2026-09-10 11:10:41,46.8.3,TikTok,0.6369,Positive,Medium
mohammad nadeem,4,0,,2026-09-10 11:07:47,,TikTok,0.0,Neutral,High
good,5,0,,2026-09-10 11:03:54,,TikTok,0.4404,Positive,High
it's really good and i like that,5,0,45.4.3,2026-09-10 11:03:39,45.4.3,TikTok,0.6901,Positive,High
wow,3,0,45.0.3,2026-09-10 11:03:01,45.0.3,TikTok,0.5859,Positive,Medium
is very important to me,3,0,41.3.3,2026-09-10 11:02:41,41.3.3,TikTok,0.2716,Positive,Medium
i want to change when i born because i did not born than and i can not,1,0,46.8.3,2026-09-10 11:02:40,46.8.3,TikTok,0.0772,Positive,Low
happiest uninstall of my life. all remaining tiktok users are unfunny and weird. app drains your battery in the background probably mining bitcoin or something. ig reels and yt shorts are genuinely just better.,1,1,31.4.3,2026-09-10 11:02:30,31.4.3,TikTok,0.7506,Positive,Low
account community issue,1,0,46.8.3,2026-09-10 11:02:10,46.8.3,TikTok,0.0,Neutral,Low
بيعلق كتير,1,1,46.8.3,2026-09-10 10:58:40,46.8.3,TikTok,0.0,Neutral,Low
do you want how to get a,5,0,46.2.3,2026-09-10 10:50:48,46.2.3,TikTok,0.0772,Positive,High
but,5,0,46.8.3,2026-09-10 10:49:02,46.8.3,TikTok,0.0,Neutral,High
i give tiktok 1 star because it won't let me see any videos of the people i follow i go to scroll to watch other videos and it will only keep showing 1 video from someone i follow and won't scroll through other videos.,1,0,46.8.3,2026-09-10 10:48:29,46.8.3,TikTok,0.0,Neutral,Low
"good algorithm but tiktok in general is very unsafe for teenagers because the report function does absolutely nothing and is basically useless u can report the most horrendous and harmful content or message and the automated system almost immediately replies saying there is ""no violation."" the moderation is useless and does nothing at all.i reported someone sending me a genital picture reported it and it said there was no violation and it does this to everyone it's horrible please fix this",2,0,46.8.3,2026-09-10 10:46:10,46.8.3,TikTok,-0.9497,Negative,Low
tik tok viral app my id name roman.editzzz1 very good 👍🏻 app,5,0,46.7.3,2026-09-10 10:45:30,46.7.3,TikTok,0.4927,Positive,High
i love tiktok,5,0,,2026-09-10 10:45:22,,TikTok,0.6369,Positive,High
karan mukhiya,4,0,46.8.3,2026-09-10 10:42:57,46.8.3,TikTok,0.0,Neutral,High
عالی,5,0,,2026-09-10 10:42:39,,TikTok,0.0,Neutral,High
it is automatically good it help you found many people,5,0,,2026-09-10 10:41:59,,TikTok,0.6808,Positive,High
"no sé si es esta actualización pero se llenó de ai de chinos y no de contenido real y agradable de ver, para repostear",1,1,,2026-09-10 10:37:01,,TikTok,-0.5267,Negative,Low
ki khobor,5,0,46.8.3,2026-09-10 10:35:42,46.8.3,TikTok,0.0,Neutral,High
madercud,5,0,46.7.3,2026-09-10 10:33:31,46.7.3,TikTok,0.0,Neutral,High
i really really love tiktok and it's the best,5,0,,2026-09-10 10:33:08,,TikTok,0.8742,Positive,High
fantastic,5,0,46.8.3,2026-09-10 10:32:46,46.8.3,TikTok,0.5574,Positive,High
ever since i updated i haven't been able to follow people on tiktok,1,0,46.8.3,2026-09-10 10:31:37,46.8.3,TikTok,0.0,Neutral,Low
can we add this feature? like can we pin our reposts?,5,0,46.8.3,2026-09-10 10:30:58,46.8.3,TikTok,0.4329,Positive,High
danish.khan.khan486 my account unfreeze account please tiktok support me,5,0,46.8.3,2026-09-10 10:29:40,46.8.3,TikTok,0.6124,Positive,High
good,1,0,46.8.3,2026-09-10 10:28:17,46.8.3,TikTok,0.4404,Positive,Low
wa,5,0,46.7.3,2026-09-10 10:26:37,46.7.3,TikTok,0.0,Neutral,High
re,5,0,46.8.3,2026-09-10 10:26:30,46.8.3,TikTok,0.0,Neutral,High
i think i think,5,0,,2026-09-10 10:26:18,,TikTok,0.0,Neutral,High
saelr,5,0,,2026-09-10 10:25:33,,TikTok,0.0,Neutral,High
used to be good but it's full of ads now.. and the new layout is atrocious.,2,0,,2026-09-10 10:24:47,,TikTok,0.2382,Positive,Low
kabirofficial662 tiktok my account please please and fresh kar do aur us wali mere account ko for you page per laga do,1,0,46.6.3,2026-09-10 10:24:15,46.6.3,TikTok,0.7096,Positive,Low
this is a so beautiful but my brother hate tiktok pls chains tik tok logo😓,5,0,,2026-09-10 10:22:21,,TikTok,-0.7434,Negative,High
fast download please 🙏🥺,5,0,46.5.3,2026-09-10 10:21:17,46.5.3,TikTok,0.3182,Positive,High
nice,5,0,46.8.3,2026-09-10 10:17:55,46.8.3,TikTok,0.4215,Positive,High
vip,5,0,42.9.3,2026-09-10 10:10:04,42.9.3,TikTok,0.5106,Positive,High
dear tiktok teem i want to grow my account ♥️🤦,5,0,,2026-09-10 10:07:32,,TikTok,0.7964,Positive,High
nice,5,0,,2026-09-10 10:06:18,,TikTok,0.4215,Positive,High
aahhs,3,0,34.8.0,2026-09-10 10:05:16,34.8.0,TikTok,0.0,Neutral,Medium
00pamd,5,0,46.6.3,2026-09-10 10:03:09,46.6.3,TikTok,0.0,Neutral,High
big wheels 🦂,5,0,,2026-09-10 10:03:08,,TikTok,0.0,Neutral,High
can only follow one person. very frustrating.,1,0,,2026-09-10 10:01:36,,TikTok,-0.4927,Negative,Low
my phone is not responding to install this app,1,0,,2026-09-10 09:58:20,,TikTok,0.0,Neutral,Low
is very butyfull app my favorite ap i love u tiktok,5,0,46.8.3,2026-09-10 09:54:00,46.8.3,TikTok,0.802,Positive,High
good,5,0,,2026-09-10 09:52:30,,TikTok,0.4404,Positive,High
jawaroo hashim,5,0,,2026-09-10 09:50:19,,TikTok,0.0,Neutral,High
slow install,5,0,,2026-09-10 09:48:45,,TikTok,0.0,Neutral,High
this nice appp,5,0,,2026-09-10 09:47:39,,TikTok,0.4215,Positive,High
hibsetufful,5,0,46.0.3,2026-09-10 09:47:27,46.0.3,TikTok,0.0,Neutral,High
very bad experience in term to contact,1,0,,2026-09-10 09:44:04,,TikTok,-0.5849,Negative,Low
reklamlarında sahte kapatma tuşu var. inandım ve çarpıya bastım. kendi uygulamasını açtı ve kocaman bir atın kocaman bir aleti önüme çıktı. insan uyarır ya.,1,0,,2026-09-10 09:42:01,,TikTok,0.0,Neutral,Low
great,5,0,46.8.3,2026-09-10 09:40:53,46.8.3,TikTok,0.6249,Positive,High
yes ok,5,0,45.3.3,2026-09-10 09:40:14,45.3.3,TikTok,0.5994,Positive,High
good app,5,0,41.2.3,2026-09-10 09:39:50,41.2.3,TikTok,0.4404,Positive,High
is mein new account nhi banta,5,0,46.7.3,2026-09-10 09:38:51,46.7.3,TikTok,0.0,Neutral,High
please make an update where you can have seperate themes for profiles!,5,0,46.8.3,2026-09-10 09:36:44,46.8.3,TikTok,0.3802,Positive,High
honestly best app i've been on this is where i found most of my humor ngl,5,0,46.8.3,2026-09-10 09:36:22,46.8.3,TikTok,0.8612,Positive,High
good,5,0,46.7.3,2026-09-10 09:35:57,46.7.3,TikTok,0.4404,Positive,High
i really like this app ye bohot avhi app hai jis ma ache ache filter or reels atti hai offiline videos bhi net na chale ti phir bhi nice app bye bye,5,0,46.8.3,2026-09-10 09:35:30,46.8.3,TikTok,0.101,Positive,High
"tiktok’s creator growth challenge feels like a complete disappointment. they encouraged creators to participate, put in time and effort, and work hard to complete the challenge, creating the expectation that eligible creators would receive their earnings or rewards. however, after doing the work, tiktok is not providing the promised payment. it honestly feels like creators were used to generate more content and engagement for the platform",1,0,,2026-09-10 09:33:31,,TikTok,0.9377,Positive,Low
is very expensive,5,0,,2026-09-10 09:33:29,,TikTok,0.0,Neutral,High
watch,5,0,46.8.3,2026-09-10 09:33:05,46.8.3,TikTok,0.0,Neutral,High
tik tok,5,1,46.1.3,2026-09-10 09:30:58,46.1.3,TikTok,0.0,Neutral,High
tik tok is good and i really like it because i can dance i can like i can do anything on tiktok i can bake stuff and stuff 😉 it's amazing 🤩,5,0,32.6.4,2026-09-10 09:29:41,32.6.4,TikTok,0.8999,Positive,High
i recommended for everyone and it's supportive app 🩵❤️‍🩹❤️💯,5,0,46.8.3,2026-09-10 09:28:05,46.8.3,TikTok,0.4588,Positive,High
nice,5,0,,2026-09-10 09:25:21,,TikTok,0.4215,Positive,High
comments on me,5,0,,2026-09-10 09:20:20,,TikTok,0.0,Neutral,High
it is amazing 👏,5,0,,2026-09-10 09:19:19,,TikTok,0.5859,Positive,High
adnanajveed,5,0,46.7.3,2026-09-10 09:16:47,46.7.3,TikTok,0.0,Neutral,High
good,5,0,,2026-09-10 09:16:23,,TikTok,0.4404,Positive,High
❤️❤️❤️,5,1,,2026-09-10 09:10:13,,TikTok,0.0,Neutral,High
"follow me and don't forget to like, share, and repost",1,1,,2026-09-10 09:08:26,,TikTok,0.1916,Positive,Low
very good 👍,5,1,,2026-09-10 09:07:46,,TikTok,0.4927,Positive,High
you can come back to work 😉 is video 📷 is teagana mentioned in quran day 🛠️💯 muzammil 🥺,1,1,46.4.3,2026-09-10 09:07:36,46.4.3,TikTok,0.0,Neutral,Low
nice 🙂,5,1,,2026-09-10 09:05:47,,TikTok,0.6712,Positive,High
i love tiktok but i'm not a bot,5,0,45.7.3,2026-09-10 09:03:57,45.7.3,TikTok,0.3818,Positive,High
asim,5,0,,2026-09-10 08:58:11,,TikTok,0.0,Neutral,High
very good,5,1,46.8.3,2026-09-10 08:56:55,46.8.3,TikTok,0.4927,Positive,High
king,5,1,,2026-09-10 08:50:22,,TikTok,0.0,Neutral,High
"something is wrong , i can't see my messages i don't know why , don't know how to fix it",2,1,46.8.3,2026-09-10 08:49:47,46.8.3,TikTok,-0.4767,Negative,Low
wakad ali,5,1,46.7.3,2026-09-10 08:49:14,46.7.3,TikTok,0.0,Neutral,High
this is a very sexy app🥷,5,1,46.7.3,2026-09-10 08:47:29,46.7.3,TikTok,0.5709,Positive,High
more video,5,1,43.8.3,2026-09-10 08:47:02,43.8.3,TikTok,0.0,Neutral,High
"why are you guys logging me out of my account to requesting me to login in again in the middle of app usage?? i've tried everything, cleared tiktok cache, uninstall and install back,reboot my phone;on and off device, i even changed tiktok username and did security checkup to see if any device is trying to log in,i blocked it it's very annoying not gonna lie",1,1,33.3.4,2026-09-10 08:44:43,33.3.4,TikTok,-0.3925,Negative,Low
mubarak,5,1,46.8.3,2026-09-10 08:41:41,46.8.3,TikTok,0.0,Neutral,High
good,1,0,46.8.3,2026-09-10 08:40:31,46.8.3,TikTok,0.4404,Positive,Low
good morning my love for you to be a good day at work and i have to go to the gym and then i will be fine at any caused insha,5,1,45.9.3,2026-09-10 08:38:06,45.9.3,TikTok,0.8957,Positive,High
hello tiktok team (payment couldn't be processed) this is my problem please solve my problem im very worried it is a big issue,5,1,46.8.3,2026-09-10 08:37:06,46.8.3,TikTok,-0.5849,Negative,High
good 👍😊👍👍👍😊😊😊😊,5,0,,2026-09-10 08:36:37,,TikTok,0.9847,Positive,High
it's very interesting,1,0,,2026-09-10 08:35:34,,TikTok,0.4576,Positive,Low
i just good posted videos on tiktok but banfit but why please help as viral on tiktok i need your support,5,0,,2026-09-10 08:32:48,,TikTok,0.9001,Positive,High
ppppppppplppppppppppl please oil,5,0,,2026-09-10 08:32:00,,TikTok,0.3182,Positive,High
goodness,5,0,46.8.3,2026-09-10 08:31:54,46.8.3,TikTok,0.4588,Positive,High
𝑻𝒉𝒊𝒔 𝒊𝒔 𝒂 𝒗𝒆𝒓𝒚 𝒗𝒆𝒓𝒚 𝒈𝒐𝒐𝒅 𝒂𝒑𝒑 ( ˘ ³˘)♥︎,5,0,,2026-09-10 08:31:32,,TikTok,0.6369,Positive,High
best,5,0,46.7.3,2026-09-10 08:31:31,46.7.3,TikTok,0.6369,Positive,High
for you varil account 🧡👈,5,0,46.4.3,2026-09-10 08:28:58,46.4.3,TikTok,0.6369,Positive,High
hy tiktok team please my account unfreze and view 1000 view,5,1,46.7.3,2026-09-10 08:28:19,46.7.3,TikTok,0.3182,Positive,High
🩷❤️😘🥳🎂🥂🎉,5,0,46.8.3,2026-09-10 08:28:15,46.8.3,TikTok,0.7964,Positive,High
very good app,5,0,44.4.3,2026-09-10 08:27:07,44.4.3,TikTok,0.4927,Positive,High
"hello tiktok support, i am trying to make a payment for tiktok, but the payment is unsuccessful through google play. i am using a mastercard, and i keep receiving a payment error. please check if there is any issue with my tiktok account or tiktok payment system and guide me on how i can complete the payment successfully. thank you.",1,0,46.8.3,2026-09-10 08:26:09,46.8.3,TikTok,0.8248,Positive,Low
i like this app but my account has been freeze help us,5,0,46.8.3,2026-09-10 08:23:19,46.8.3,TikTok,0.6808,Positive,High
i like it,5,0,46.8.3,2026-09-10 08:20:35,46.8.3,TikTok,0.3612,Positive,High
very nice 👍,5,0,,2026-09-10 08:19:26,,TikTok,0.4754,Positive,High
good,5,0,46.7.3,2026-09-10 08:19:16,46.7.3,TikTok,0.4404,Positive,High
great app but it would be better if tiktok supports pip mode for series for android 7 devices such as galaxy note 5 and etc,4,0,46.8.3,2026-09-10 08:18:33,46.8.3,TikTok,0.8641,Positive,High
poor,1,1,46.8.3,2026-09-10 08:15:41,46.8.3,TikTok,-0.4767,Negative,Low
farman. ali. rahi,4,0,46.8.3,2026-09-10 08:14:44,46.8.3,TikTok,0.0,Neutral,High
bc 480 not video download,1,0,46.8.3,2026-09-10 08:14:27,46.8.3,TikTok,0.0,Neutral,Low
nice app,5,0,46.2.3,2026-09-10 08:11:26,46.2.3,TikTok,0.4215,Positive,High
anything related to tiktok has just been a horrible experience. they are very biased has the worst service department i've ever witnessed. their rules are contradicting they will restrict your videos and when you provide proof you have permission they still restricted my videos. this has been going on for a month and a half. i asked him direct questions so i know exactly what i need to do but they never answer. they blow me off i end up closing out my case after not doing a damn thing.,1,0,46.8.3,2026-09-10 08:10:55,46.8.3,TikTok,-0.7059,Negative,Low
"tiktok,the greatest app i have to say ill give to tik tok a1000/10.ilove watching tiktok,everyday!",5,0,,2026-09-10 08:10:15,,TikTok,0.4003,Positive,High
perfect 👍👍,5,0,,2026-09-10 08:08:40,,TikTok,0.5719,Positive,High
not good,1,0,46.8.3,2026-09-10 08:07:43,46.8.3,TikTok,-0.3412,Negative,Low
farida salmanu,5,0,41.3.3,2026-09-10 08:07:04,41.3.3,TikTok,0.0,Neutral,High
good,5,0,46.0.3,2026-09-10 08:04:52,46.0.3,TikTok,0.4404,Positive,High
"hello tiktok team! many bugs & error uccers. issues not resolved after three updates. too much glitches. account banned & can't make new account due to phone number verification. don't received otp or something went wrong even otp given. please remove phone number option during creating new account. not only me, thousand people facing this problem. please solve this problem i am very sad about it. please help me 🙏🙏🙏",1,8,46.8.3,2026-09-10 07:59:24,46.8.3,TikTok,-0.7669,Negative,Low
going live,5,0,46.8.3,2026-09-10 07:58:57,46.8.3,TikTok,0.0,Neutral,High
love you tiktok 💕,5,0,46.8.3,2026-09-10 07:54:55,46.8.3,TikTok,0.8591,Positive,High
great app,5,0,42.4.4,2026-09-10 07:51:37,42.4.4,TikTok,0.6249,Positive,High
smoothness in not apply in tiktok camra please solve this issue,3,0,44.8.3,2026-09-10 07:51:21,44.8.3,TikTok,0.4767,Positive,Medium
"not a bad app. the ads never come up too often so that's a plus, it also recommends other people to follow that may have same interests too, also recommending searches you may want to explore, the shop is a great side for the app too.",5,0,46.8.3,2026-09-10 07:47:06,46.8.3,TikTok,0.8793,Positive,High
💯 100m,5,1,38.9.3,2026-09-10 07:43:30,38.9.3,TikTok,0.0,Neutral,High
hello dear tiktok team my tiktok id very long time off but i continue to my tiktok id so plz sir i can a request you my tiktok account urgent unfreeze plz 🙏,1,0,38.2.3,2026-09-10 07:43:03,38.2.3,TikTok,0.5806,Positive,Low
it needs to be washed and spelling,5,0,,2026-09-10 07:42:28,,TikTok,0.0,Neutral,High
tiktok,5,1,46.8.3,2026-09-10 07:36:18,46.8.3,TikTok,0.0,Neutral,High
this update help me allot even it my videos go viral is some ways,5,0,45.7.3,2026-09-10 07:34:28,45.7.3,TikTok,0.4019,Positive,High
